gene_id	baseMn	l2fc	lfcSE	stat	pval	padj
OR3A2	1.39e+00	1.15	1.07	1.08e+00	2.81e-01	1.00e+00
OR3A3	1.09e+00	0.73	1.08	6.76e-01	4.99e-01	1.00e+00
OR4D1	2.25e+00	1.63	0.86	1.89e+00	5.90e-02	1.00e+00
OR4D9	4.49e+00	1.31	0.67	1.96e+00	4.97e-02	1.00e+00
OR4K17	1.06e+01	0.45	0.35	1.29e+00	1.96e-01	1.00e+00
OR51E2	1.83e+00	2.87	1.36	2.12e+00	3.43e-02	1.00e+00
OR52E4	2.06e+00	0.68	0.80	8.43e-01	3.99e-01	1.00e+00
OR52K1	2.47e+00	0.20	0.79	2.58e-01	7.96e-01	1.00e+00
OR52N1	2.56e+00	0.73	0.93	7.84e-01	4.33e-01	1.00e+00
OR56A1	1.62e+00	0.76	0.95	7.99e-01	4.24e-01	1.00e+00
OR56A4	2.58e+00	0.64	0.78	8.14e-01	4.16e-01	1.00e+00
OR5A1	8.97e+00	0.68	0.39	1.73e+00	8.42e-02	1.00e+00
OR5A2	5.72e+00	0.48	0.60	7.93e-01	4.28e-01	1.00e+00
OR5AS1	1.08e+02	0.28	0.29	9.56e-01	3.39e-01	1.00e+00
OR5H1	2.60e+00	0.06	0.74	7.92e-02	9.37e-01	1.00e+00
OR5H14	4.59e+00	0.51	0.57	9.04e-01	3.66e-01	1.00e+00
OR6A2	7.84e-01	0.15	1.34	1.12e-01	9.11e-01	1.00e+00
OR6C74	6.59e+00	0.75	0.50	1.50e+00	1.33e-01	1.00e+00
OR6T1	5.71e-01	1.96	1.67	1.18e+00	2.40e-01	1.00e+00
OR6Y1	3.96e+00	0.02	0.51	3.14e-02	9.75e-01	1.00e+00
OR7A17	2.42e+00	1.46	0.74	1.96e+00	4.97e-02	1.00e+00
OR7D2	7.15e+00	0.05	0.51	9.26e-02	9.26e-01	1.00e+00
OR7D4	3.48e+00	1.27	0.64	1.97e+00	4.92e-02	1.00e+00
OR7E24	8.54e-01	0.53	1.35	3.92e-01	6.95e-01	1.00e+00
OR7G2	1.06e+00	0.25	1.34	1.86e-01	8.53e-01	1.00e+00
OR8D1	7.52e-01	1.14	1.42	8.00e-01	4.24e-01	1.00e+00
ORAI1	5.72e+01	0.47	0.20	2.29e+00	2.22e-02	1.00e+00
ORC1	8.30e+01	0.01	0.16	7.47e-02	9.40e-01	1.00e+00
ORC2	4.40e+02	0.09	0.10	9.18e-01	3.58e-01	1.00e+00
ORC3	1.31e+02	0.02	0.12	1.68e-01	8.66e-01	1.00e+00
ORC4	2.68e+02	0.05	0.11	4.13e-01	6.79e-01	1.00e+00
ORMDL2	5.78e+01	0.06	0.21	2.85e-01	7.76e-01	1.00e+00
OSBP2	2.40e+01	0.16	0.27	6.14e-01	5.39e-01	1.00e+00
OSBPL11	2.96e+02	0.04	0.08	4.44e-01	6.57e-01	1.00e+00
OSBPL2	3.06e+02	0.04	0.09	4.19e-01	6.75e-01	1.00e+00
OSBPL3	2.70e+02	0.06	0.12	5.46e-01	5.85e-01	1.00e+00
OSBPL5	1.20e+02	0.04	0.16	2.73e-01	7.85e-01	1.00e+00
OSBPL7	3.56e+01	0.25	0.26	9.88e-01	3.23e-01	1.00e+00
OSCAR	8.65e-01	0.15	1.51	9.66e-02	9.23e-01	1.00e+00
OSGEP	1.76e+02	0.12	0.12	1.00e+00	3.17e-01	1.00e+00
OSGEPL1	7.40e+01	0.11	0.13	8.34e-01	4.04e-01	1.00e+00
OSGIN1	4.02e+00	0.41	0.60	6.75e-01	5.00e-01	1.00e+00
OSGIN2	4.01e+02	0.12	0.12	9.94e-01	3.20e-01	1.00e+00
OSMR	3.37e+02	0.12	0.12	9.66e-01	3.34e-01	1.00e+00
OSTC	6.32e+02	0.03	0.10	2.41e-01	8.09e-01	1.00e+00
OSTM1	7.66e+02	0.06	0.11	5.29e-01	5.97e-01	1.00e+00
OTOGL	1.07e+01	0.08	0.37	2.20e-01	8.26e-01	1.00e+00
OTUD1	2.13e+02	0.14	0.12	1.12e+00	2.62e-01	1.00e+00
OTUD3	2.12e+02	0.11	0.11	9.50e-01	3.42e-01	1.00e+00
OTUD4	6.27e+02	0.05	0.11	4.19e-01	6.75e-01	1.00e+00
OTUD5	2.17e+02	0.01	0.11	9.44e-02	9.25e-01	1.00e+00
OTUD6A	1.08e+00	1.28	1.28	1.00e+00	3.16e-01	1.00e+00
OTUD6B	2.16e+02	0.05	0.12	4.32e-01	6.66e-01	1.00e+00
OTUD7A	6.06e+00	0.02	0.58	3.48e-02	9.72e-01	1.00e+00
OTULIN	4.50e+02	0.08	0.07	1.10e+00	2.73e-01	1.00e+00
OTULINL	4.32e+01	0.16	0.22	7.11e-01	4.77e-01	1.00e+00
OXGR1	2.61e+00	0.68	0.91	7.49e-01	4.54e-01	1.00e+00
OXNAD1	1.03e+02	0.01	0.12	5.42e-02	9.57e-01	1.00e+00
OXR1	2.76e+02	0.13	0.12	1.11e+00	2.68e-01	1.00e+00
OXSM	3.59e+01	0.01	0.22	2.80e-02	9.78e-01	1.00e+00
OXSR1	6.77e+02	0.04	0.10	4.07e-01	6.84e-01	1.00e+00
P2RY1	8.65e+02	0.15	0.09	1.66e+00	9.71e-02	1.00e+00
P2RY10	1.47e+00	1.59	1.00	1.59e+00	1.11e-01	1.00e+00
P2RY8	1.19e+00	1.80	1.05	1.71e+00	8.71e-02	1.00e+00
P3H2	2.21e+02	0.18	0.10	1.75e+00	7.95e-02	1.00e+00
P3H3	2.04e+02	0.09	0.14	6.44e-01	5.20e-01	1.00e+00
P4HA2	2.17e+02	0.03	0.09	3.34e-01	7.38e-01	1.00e+00
P4HA3	1.34e+00	0.15	1.20	1.28e-01	8.98e-01	1.00e+00
PABIR1	1.10e+02	0.32	0.13	2.56e+00	1.05e-02	1.00e+00
PABIR2	3.04e+02	0.22	0.14	1.56e+00	1.19e-01	1.00e+00
PABPC1L2B	9.51e+00	0.26	0.47	5.67e-01	5.71e-01	1.00e+00
PABPC4	1.68e+03	0.03	0.07	4.77e-01	6.33e-01	1.00e+00
PABPN1	7.77e+02	0.05	0.08	6.63e-01	5.07e-01	1.00e+00
PACS1	2.67e+02	0.01	0.11	1.09e-01	9.13e-01	1.00e+00
PACSIN3	4.00e+01	0.05	0.26	1.96e-01	8.44e-01	1.00e+00
PAFAH1B1	2.09e+03	0.10	0.08	1.27e+00	2.06e-01	1.00e+00
PAFAH1B2	1.16e+03	0.12	0.09	1.39e+00	1.66e-01	1.00e+00
PAG1	1.29e+01	0.39	0.35	1.12e+00	2.62e-01	1.00e+00
PAICS	1.04e+03	0.04	0.07	4.91e-01	6.24e-01	1.00e+00
PAIP1	9.52e+02	0.07	0.07	1.04e+00	2.98e-01	1.00e+00
PAK2	1.63e+03	0.14	0.08	1.82e+00	6.87e-02	1.00e+00
PAK3	1.45e+01	0.04	0.32	1.11e-01	9.11e-01	1.00e+00
PALD1	9.97e+01	0.21	0.15	1.38e+00	1.67e-01	1.00e+00
PALLD	8.21e+02	0.06	0.09	7.01e-01	4.83e-01	1.00e+00
PALM2AKAP2	6.03e+03	0.01	0.07	1.19e-01	9.05e-01	1.00e+00
PALS1	6.17e+02	0.04	0.07	6.04e-01	5.46e-01	1.00e+00
PALS2	1.66e+02	0.02	0.14	1.15e-01	9.08e-01	1.00e+00
PAM16	2.75e+01	0.05	0.26	1.76e-01	8.60e-01	1.00e+00
PAMR1	1.13e+01	0.04	0.35	1.15e-01	9.08e-01	1.00e+00
PAN3	4.20e+02	0.12	0.09	1.34e+00	1.82e-01	1.00e+00
PANK1	1.68e+02	0.05	0.12	3.80e-01	7.04e-01	1.00e+00
PANK2	3.99e+02	0.18	0.09	2.04e+00	4.10e-02	1.00e+00
PANK3	1.48e+03	0.09	0.13	7.13e-01	4.76e-01	1.00e+00
PANX1	1.69e+02	0.08	0.11	6.88e-01	4.91e-01	1.00e+00
PAPOLA	9.72e+02	0.05	0.09	5.99e-01	5.49e-01	1.00e+00
PAPPA	3.63e+00	0.11	0.63	1.78e-01	8.58e-01	1.00e+00
PAPSS1	3.01e+03	0.01	0.07	8.19e-02	9.35e-01	1.00e+00
PAQR3	4.09e+02	0.14	0.12	1.22e+00	2.23e-01	1.00e+00
PAQR5	9.43e+00	0.21	0.48	4.42e-01	6.59e-01	1.00e+00
PAQR6	4.15e+00	0.23	0.62	3.66e-01	7.15e-01	1.00e+00
PAQR7	1.07e+02	0.14	0.19	7.66e-01	4.44e-01	1.00e+00
PAQR9	2.12e-01	0.01	2.72	3.87e-03	9.97e-01	1.00e+00
PARD3	5.74e+02	0.01	0.11	7.93e-02	9.37e-01	1.00e+00
PARD6G	1.07e+02	0.11	0.14	8.03e-01	4.22e-01	1.00e+00
PARG	4.30e+02	0.05	0.07	7.21e-01	4.71e-01	1.00e+00
PARL	5.95e+02	0.04	0.08	4.48e-01	6.54e-01	1.00e+00
PARM1	8.26e+00	0.59	0.43	1.37e+00	1.71e-01	1.00e+00
PARN	2.87e+02	0.02	0.09	2.10e-01	8.34e-01	1.00e+00
PARP10	2.20e+01	0.18	0.29	6.41e-01	5.21e-01	1.00e+00
PARP12	1.75e+01	0.04	0.27	1.62e-01	8.72e-01	1.00e+00
PARP14	5.81e+02	0.04	0.13	2.97e-01	7.66e-01	1.00e+00
PARP15	3.58e+01	0.48	0.29	1.66e+00	9.75e-02	1.00e+00
PARP16	1.23e+01	0.34	0.34	1.00e+00	3.17e-01	1.00e+00
PARP2	2.50e+02	0.02	0.09	2.14e-01	8.31e-01	1.00e+00
PARP6	6.48e+01	0.14	0.18	8.12e-01	4.17e-01	1.00e+00
PARP9	7.60e+01	0.08	0.20	4.00e-01	6.89e-01	1.00e+00
PARS2	2.90e+01	0.06	0.22	2.54e-01	7.99e-01	1.00e+00
PARVA	9.94e+02	0.06	0.06	9.86e-01	3.24e-01	1.00e+00
PARVG	3.01e+00	1.33	0.65	2.07e+00	3.89e-02	1.00e+00
PASK	8.43e+01	0.18	0.16	1.14e+00	2.56e-01	1.00e+00
PATE4	1.24e+00	1.52	1.11	1.36e+00	1.73e-01	1.00e+00
PATJ	2.53e+01	0.27	0.27	1.03e+00	3.04e-01	1.00e+00
PATL1	1.84e+02	0.03	0.10	2.79e-01	7.81e-01	1.00e+00
PATZ1	2.02e+02	0.07	0.11	6.11e-01	5.41e-01	1.00e+00
PAXIP1	1.38e+02	0.02	0.10	2.14e-01	8.30e-01	1.00e+00
PBOV1	2.03e+00	0.18	1.01	1.76e-01	8.61e-01	1.00e+00
PBRM1	1.07e+03	0.08	0.09	8.70e-01	3.84e-01	1.00e+00
PBX1	5.64e+02	0.11	0.09	1.31e+00	1.91e-01	1.00e+00
PBX2	1.93e+03	0.11	0.08	1.37e+00	1.72e-01	1.00e+00
PC	3.05e+01	0.24	0.24	1.03e+00	3.03e-01	1.00e+00
PCBD2	9.72e+01	0.11	0.15	7.80e-01	4.35e-01	1.00e+00
PCBP1	1.97e+03	0.05	0.11	4.22e-01	6.73e-01	1.00e+00
PCBP4	5.12e+01	0.15	0.19	8.23e-01	4.11e-01	1.00e+00
PCCA	1.74e+02	0.08	0.11	7.69e-01	4.42e-01	1.00e+00
PCDH11Y	6.55e+00	0.37	0.54	6.88e-01	4.91e-01	1.00e+00
PCDH19	5.58e+01	0.14	0.20	6.96e-01	4.87e-01	1.00e+00
PCDH7	9.05e+02	0.02	0.09	2.73e-01	7.85e-01	1.00e+00
PCDH9	5.40e+01	0.03	0.18	1.55e-01	8.77e-01	1.00e+00
PCDHA13	2.74e+00	1.93	0.82	2.35e+00	1.87e-02	1.00e+00
PCDHA2	5.79e+01	0.09	0.21	4.11e-01	6.81e-01	1.00e+00
PCDHA4	3.81e+02	0.05	0.10	5.51e-01	5.82e-01	1.00e+00
PCDHA5	8.53e+00	0.17	0.44	3.86e-01	6.99e-01	1.00e+00
PCDHA6	7.48e+00	0.63	0.67	9.34e-01	3.50e-01	1.00e+00
PCDHA9	1.48e+01	0.63	0.33	1.87e+00	6.10e-02	1.00e+00
PCDHB1	3.49e+00	1.88	0.67	2.82e+00	4.83e-03	1.00e+00
PCDHB10	1.39e+02	0.06	0.18	3.04e-01	7.61e-01	1.00e+00
PCDHB12	3.87e+01	0.13	0.24	5.53e-01	5.80e-01	1.00e+00
PCDHB13	4.36e+01	0.11	0.19	5.56e-01	5.78e-01	1.00e+00
PCDHB14	5.80e+01	0.22	0.16	1.36e+00	1.72e-01	1.00e+00
PCDHB15	1.75e+02	0.01	0.12	1.13e-01	9.10e-01	1.00e+00
PCDHB3	3.92e+01	0.55	0.22	2.52e+00	1.18e-02	1.00e+00
PCDHB4	3.84e+00	0.50	0.55	9.10e-01	3.63e-01	1.00e+00
PCDHB8	2.25e+01	0.19	0.30	6.29e-01	5.29e-01	1.00e+00
PCDHB9	1.39e+02	0.04	0.13	2.73e-01	7.85e-01	1.00e+00
PCDHGA1	6.71e+00	0.05	0.47	1.12e-01	9.11e-01	1.00e+00
PCDHGA11	2.02e+01	0.33	0.29	1.16e+00	2.47e-01	1.00e+00
PCDHGA5	4.76e+00	0.12	0.71	1.73e-01	8.62e-01	1.00e+00
PCDHGA8	3.82e+00	0.77	0.52	1.48e+00	1.38e-01	1.00e+00
PCDHGA9	4.80e+00	0.37	0.67	5.49e-01	5.83e-01	1.00e+00
PCDHGB2	2.52e+01	0.07	0.27	2.41e-01	8.10e-01	1.00e+00
PCDHGC3	4.91e+02	0.08	0.17	4.56e-01	6.48e-01	1.00e+00
PCED1A	6.24e+01	0.17	0.21	8.12e-01	4.17e-01	1.00e+00
PCED1B	2.66e+00	0.32	0.70	4.56e-01	6.49e-01	1.00e+00
PCGF1	1.30e+01	0.14	0.30	4.48e-01	6.54e-01	1.00e+00
PCGF2	3.58e+02	0.09	0.08	1.15e+00	2.51e-01	1.00e+00
PCGF3	9.68e+02	0.07	0.06	1.22e+00	2.24e-01	1.00e+00
PCGF5	2.86e+02	0.05	0.12	4.32e-01	6.65e-01	1.00e+00
PCGF6	1.50e+02	0.04	0.12	2.95e-01	7.68e-01	1.00e+00
PCID2	1.77e+02	0.08	0.13	6.52e-01	5.14e-01	1.00e+00
PCLAF	1.20e+02	0.16	0.14	1.18e+00	2.38e-01	1.00e+00
PCLO	5.44e+01	0.03	0.20	1.60e-01	8.73e-01	1.00e+00
PCMTD1	3.87e+02	0.04	0.13	3.02e-01	7.63e-01	1.00e+00
PCNP	6.76e+02	0.07	0.11	6.72e-01	5.02e-01	1.00e+00
PCNX1	8.79e+02	0.03	0.09	2.97e-01	7.67e-01	1.00e+00
PCNX2	1.75e+01	0.01	0.26	2.90e-02	9.77e-01	1.00e+00
PCNX3	2.47e+02	0.03	0.10	3.11e-01	7.56e-01	1.00e+00
PCNX4	4.06e+02	0.04	0.09	4.00e-01	6.89e-01	1.00e+00
PCOLCE	2.40e+00	0.69	0.99	6.95e-01	4.87e-01	1.00e+00
PCOTH	1.96e+00	2.22	1.07	2.07e+00	3.83e-02	1.00e+00
PCP4L1	5.77e-01	1.11	1.48	7.49e-01	4.54e-01	1.00e+00
PCSK2	1.10e+00	0.09	1.38	6.82e-02	9.46e-01	1.00e+00
PCSK4	1.90e+00	1.03	1.14	9.00e-01	3.68e-01	1.00e+00
PCSK5	2.70e+02	0.09	0.09	9.44e-01	3.45e-01	1.00e+00
PCSK6	1.85e+02	0.05	0.14	3.58e-01	7.20e-01	1.00e+00
PCSK9	1.40e+01	0.14	0.28	5.13e-01	6.08e-01	1.00e+00
PCYOX1L	1.18e+02	0.18	0.13	1.40e+00	1.61e-01	1.00e+00
PDCD11	8.59e+02	0.03	0.08	3.30e-01	7.41e-01	1.00e+00
PDCD1LG2	4.55e+00	0.18	0.63	2.91e-01	7.71e-01	1.00e+00
PDCD2L	2.50e+01	0.33	0.24	1.37e+00	1.70e-01	1.00e+00
PDCD5	4.07e+02	0.01	0.10	7.61e-02	9.39e-01	1.00e+00
PDCD6IP	1.27e+03	0.05	0.10	5.04e-01	6.14e-01	1.00e+00
PDCD7	2.27e+02	0.02	0.13	1.75e-01	8.61e-01	1.00e+00
PDCL	9.16e+02	0.04	0.09	4.65e-01	6.42e-01	1.00e+00
PDE12	2.83e+02	0.07	0.12	6.35e-01	5.25e-01	1.00e+00
PDE1C	4.78e+01	0.03	0.21	1.33e-01	8.94e-01	1.00e+00
PDE2A	5.31e+00	0.18	0.50	3.52e-01	7.25e-01	1.00e+00
PDE4A	9.32e+00	0.36	0.43	8.39e-01	4.02e-01	1.00e+00
PDE4C	3.10e+00	0.60	0.72	8.27e-01	4.09e-01	1.00e+00
PDE6B	1.90e+01	0.51	0.35	1.44e+00	1.49e-01	1.00e+00
PDE6D	2.72e+02	0.06	0.11	5.37e-01	5.91e-01	1.00e+00
PDE6G	7.27e+00	0.23	0.45	5.14e-01	6.07e-01	1.00e+00
PDE7A	3.51e+02	0.04	0.11	3.73e-01	7.09e-01	1.00e+00
PDE7B	5.55e+01	0.13	0.20	6.57e-01	5.11e-01	1.00e+00
PDE8A	3.40e+02	0.04	0.10	4.16e-01	6.77e-01	1.00e+00
PDF	9.38e+01	0.17	0.20	8.31e-01	4.06e-01	1.00e+00
PDGFC	5.62e+01	0.04	0.20	1.79e-01	8.58e-01	1.00e+00
PDGFD	8.18e+01	0.02	0.12	1.23e-01	9.02e-01	1.00e+00
PDGFRA	6.25e+01	0.04	0.17	2.33e-01	8.16e-01	1.00e+00
PDGFRB	1.15e+02	0.17	0.16	1.08e+00	2.80e-01	1.00e+00
PDGFRL	7.15e+00	0.34	0.45	7.69e-01	4.42e-01	1.00e+00
PDIK1L	7.52e+01	0.08	0.18	4.61e-01	6.45e-01	1.00e+00
PDK3	1.20e+02	0.03	0.22	1.36e-01	8.91e-01	1.00e+00
PDK4	9.40e+01	0.13	0.20	6.68e-01	5.04e-01	1.00e+00
PDLIM2	4.86e+01	0.01	0.29	2.56e-02	9.80e-01	1.00e+00
PDLIM5	1.62e+03	0.14	0.09	1.52e+00	1.29e-01	1.00e+00
PDP1	6.17e+02	0.08	0.12	6.66e-01	5.06e-01	1.00e+00
PDPR	3.60e+02	0.01	0.08	1.17e-01	9.07e-01	1.00e+00
PDS5B	1.10e+03	0.01	0.10	5.77e-02	9.54e-01	1.00e+00
PDXK	2.95e+02	0.22	0.09	2.33e+00	2.00e-02	1.00e+00
PDZD2	6.42e+02	0.17	0.16	1.05e+00	2.96e-01	1.00e+00
PDZD4	1.52e+01	0.04	0.27	1.68e-01	8.67e-01	1.00e+00
PDZD8	4.31e+02	0.10	0.12	7.96e-01	4.26e-01	1.00e+00
PDZD9	1.19e+00	0.82	0.99	8.22e-01	4.11e-01	1.00e+00
PDZK1	4.70e+00	0.18	0.62	2.82e-01	7.78e-01	1.00e+00
PEBP1	1.15e+03	0.08	0.10	7.90e-01	4.30e-01	1.00e+00
PEBP4	7.02e-01	0.68	1.54	4.44e-01	6.57e-01	1.00e+00
PECR	3.12e+01	0.09	0.21	4.24e-01	6.72e-01	1.00e+00
PEDS1	4.55e+02	0.08	0.12	7.04e-01	4.81e-01	1.00e+00
PEG10	7.85e+02	0.07	0.08	8.51e-01	3.95e-01	1.00e+00
PEG3	9.30e+01	0.07	0.17	3.99e-01	6.90e-01	1.00e+00
PELI2	2.36e+02	0.10	0.10	9.65e-01	3.35e-01	1.00e+00
PELP1	1.71e+03	0.11	0.13	8.45e-01	3.98e-01	1.00e+00
PEMT	3.78e+01	0.05	0.24	2.01e-01	8.41e-01	1.00e+00
PEPD	2.52e+02	0.04	0.11	3.54e-01	7.23e-01	1.00e+00
PERP	7.74e+02	0.04	0.08	5.39e-01	5.90e-01	1.00e+00
PET117	1.14e+02	0.03	0.19	1.52e-01	8.79e-01	1.00e+00
PEX11A	4.98e+01	0.20	0.20	1.02e+00	3.06e-01	1.00e+00
PEX11G	4.32e+00	0.70	0.66	1.07e+00	2.86e-01	1.00e+00
PEX12	3.35e+01	0.10	0.25	3.98e-01	6.90e-01	1.00e+00
PEX13	2.09e+02	0.03	0.11	3.08e-01	7.58e-01	1.00e+00
PEX14	8.48e+01	0.04	0.17	2.40e-01	8.10e-01	1.00e+00
PEX16	1.59e+02	0.11	0.16	6.71e-01	5.02e-01	1.00e+00
PEX2	8.36e+01	0.16	0.16	1.03e+00	3.01e-01	1.00e+00
PEX26	3.13e+02	0.22	0.10	2.22e+00	2.62e-02	1.00e+00
PEX5L	2.21e+00	0.99	0.84	1.17e+00	2.42e-01	1.00e+00
PFDN4	3.12e+02	0.03	0.11	2.54e-01	8.00e-01	1.00e+00
PFKFB2	1.33e+02	0.11	0.13	8.53e-01	3.94e-01	1.00e+00
PFKFB3	8.87e+02	0.11	0.12	8.54e-01	3.93e-01	1.00e+00
PFKP	9.28e+02	0.06	0.14	4.19e-01	6.75e-01	1.00e+00
PGAM1	1.23e+03	0.03	0.07	4.17e-01	6.77e-01	1.00e+00
PGAM5	1.55e+02	0.25	0.13	1.95e+00	5.13e-02	1.00e+00
PGAP1	1.00e+03	0.09	0.12	7.06e-01	4.80e-01	1.00e+00
PGAP3	7.88e+01	0.13	0.16	8.21e-01	4.12e-01	1.00e+00
PGAP6	3.30e+02	0.01	0.14	8.36e-02	9.33e-01	1.00e+00
PGBD1	1.37e+02	0.06	0.14	4.50e-01	6.52e-01	1.00e+00
PGBD2	5.60e+01	0.16	0.18	9.20e-01	3.58e-01	1.00e+00
PGBD3	5.89e-01	2.80	2.43	1.15e+00	2.49e-01	1.00e+00
PGBD4	3.25e+01	0.26	0.22	1.19e+00	2.35e-01	1.00e+00
PGGT1B	6.13e+02	0.07	0.09	7.60e-01	4.48e-01	1.00e+00
PGM1	2.45e+02	0.04	0.12	3.01e-01	7.63e-01	1.00e+00
PGM2	3.49e+02	0.03	0.09	3.43e-01	7.31e-01	1.00e+00
PGM2L1	7.28e+02	0.03	0.10	2.74e-01	7.84e-01	1.00e+00
PGP	6.70e+01	0.06	0.18	3.63e-01	7.17e-01	1.00e+00
PGPEP1L	4.73e-01	2.53	2.04	1.24e+00	2.16e-01	1.00e+00
PGRMC1	6.93e+02	0.01	0.10	6.96e-02	9.44e-01	1.00e+00
PGRMC2	4.22e+02	0.01	0.08	1.48e-01	8.83e-01	1.00e+00
PHAX	5.37e+02	0.05	0.09	6.28e-01	5.30e-01	1.00e+00
PHC1	2.62e+02	0.07	0.11	6.51e-01	5.15e-01	1.00e+00
PHC3	3.15e+02	0.21	0.12	1.79e+00	7.41e-02	1.00e+00
PHETA1	1.37e+02	0.01	0.15	8.99e-02	9.28e-01	1.00e+00
PHEX	6.18e+00	0.38	0.54	6.99e-01	4.85e-01	1.00e+00
PHF12	2.08e+02	0.08	0.10	8.67e-01	3.86e-01	1.00e+00
PHF13	2.81e+02	0.01	0.10	6.91e-02	9.45e-01	1.00e+00
PHF20L1	9.15e+02	0.05	0.08	6.42e-01	5.21e-01	1.00e+00
PHF3	1.24e+03	0.04	0.10	3.99e-01	6.90e-01	1.00e+00
PHF5A	1.46e+02	0.09	0.13	6.70e-01	5.03e-01	1.00e+00
PHF7	1.68e+01	0.11	0.29	3.74e-01	7.09e-01	1.00e+00
PHIP	7.73e+02	0.06	0.11	5.37e-01	5.91e-01	1.00e+00
PHKA1	4.12e+01	0.09	0.22	3.86e-01	6.99e-01	1.00e+00
PHLDA3	6.09e+01	0.19	0.16	1.17e+00	2.41e-01	1.00e+00
PHLDB3	1.61e+01	0.11	0.35	3.17e-01	7.51e-01	1.00e+00
PHLPP1	1.57e+02	0.16	0.11	1.47e+00	1.43e-01	1.00e+00
PHLPP2	1.20e+02	0.11	0.12	8.93e-01	3.72e-01	1.00e+00
PHOSPHO1	1.15e+00	0.45	1.11	4.04e-01	6.86e-01	1.00e+00
PHOSPHO2-KLHL23	2.08e+02	0.34	0.56	6.01e-01	5.48e-01	1.00e+00
PHTF2	1.79e+02	0.03	0.12	2.80e-01	7.80e-01	1.00e+00
PHYHIPL	3.18e+00	0.55	0.96	5.74e-01	5.66e-01	1.00e+00
PI4K2A	1.33e+02	0.02	0.12	1.42e-01	8.87e-01	1.00e+00
PI4K2B	2.02e+02	0.03	0.11	2.46e-01	8.06e-01	1.00e+00
PI4KB	2.65e+02	0.02	0.10	1.70e-01	8.65e-01	1.00e+00
PIAS1	3.01e+02	0.09	0.12	7.27e-01	4.67e-01	1.00e+00
PIAS2	3.20e+02	0.15	0.11	1.39e+00	1.64e-01	1.00e+00
PIAS3	1.61e+02	0.21	0.11	1.80e+00	7.17e-02	1.00e+00
PIBF1	1.30e+02	0.09	0.13	6.72e-01	5.01e-01	1.00e+00
PICALM	2.50e+03	0.03	0.08	3.32e-01	7.40e-01	1.00e+00
PID1	1.18e+00	0.82	1.34	6.14e-01	5.39e-01	1.00e+00
PIGF	8.80e+01	0.07	0.20	3.28e-01	7.43e-01	1.00e+00
PIGG	3.18e+02	0.06	0.11	5.81e-01	5.61e-01	1.00e+00
PIGH	6.40e+01	0.31	0.17	1.78e+00	7.48e-02	1.00e+00
PIGK	3.94e+02	0.01	0.10	9.84e-02	9.22e-01	1.00e+00
PIGL	1.67e+01	0.16	0.34	4.77e-01	6.33e-01	1.00e+00
PIGM	1.78e+02	0.22	0.15	1.43e+00	1.53e-01	1.00e+00
PIGN	4.38e+02	0.12	0.12	1.05e+00	2.93e-01	1.00e+00
PIGO	1.07e+02	0.08	0.15	5.48e-01	5.84e-01	1.00e+00
PIGQ	5.14e+01	0.06	0.20	3.17e-01	7.51e-01	1.00e+00
PIGS	3.50e+02	0.05	0.08	6.53e-01	5.13e-01	1.00e+00
PIGW	3.23e+02	0.06	0.13	4.69e-01	6.39e-01	1.00e+00
PIGX	1.29e+02	0.11	0.11	1.01e+00	3.14e-01	1.00e+00
PIGZ	1.85e+00	1.16	0.91	1.26e+00	2.06e-01	1.00e+00
PIK3C2A	9.13e+02	0.05	0.08	5.92e-01	5.54e-01	1.00e+00
PIK3C2B	1.38e+03	0.04	0.08	4.98e-01	6.19e-01	1.00e+00
PIK3C3	4.15e+02	0.04	0.10	4.54e-01	6.50e-01	1.00e+00
PIK3CA	4.15e+02	0.07	0.09	7.28e-01	4.67e-01	1.00e+00
PIKFYVE	6.30e+02	0.04	0.09	4.55e-01	6.49e-01	1.00e+00
PILRB	1.67e+01	0.41	0.31	1.33e+00	1.83e-01	1.00e+00
PIM1	3.05e+01	0.21	0.20	1.03e+00	3.02e-01	1.00e+00
PIM2	6.36e+00	0.15	0.54	2.75e-01	7.83e-01	1.00e+00
PIP4K2B	9.41e+02	0.07	0.08	9.86e-01	3.24e-01	1.00e+00
PIP4K2C	4.41e+01	0.09	0.18	4.79e-01	6.32e-01	1.00e+00
PIP5K1B	2.38e+00	0.73	0.72	1.02e+00	3.06e-01	1.00e+00
PIP5K1C	5.50e+02	0.03	0.07	4.18e-01	6.76e-01	1.00e+00
PISD	1.96e+02	0.04	0.11	3.50e-01	7.26e-01	1.00e+00
PITHD1	3.61e+02	0.11	0.10	1.11e+00	2.65e-01	1.00e+00
PITPNB	1.86e+03	0.03	0.11	2.75e-01	7.83e-01	1.00e+00
PITPNM3	7.68e+01	0.25	0.24	1.03e+00	3.04e-01	1.00e+00
PIWIL2	5.22e-01	0.92	1.62	5.69e-01	5.70e-01	1.00e+00
PIWIL3	4.98e-01	1.29	1.72	7.51e-01	4.53e-01	1.00e+00
PJA1	2.58e+02	0.02	0.09	2.23e-01	8.24e-01	1.00e+00
PJVK	5.18e+00	0.87	0.45	1.91e+00	5.59e-02	1.00e+00
PKD1	4.43e+02	0.14	0.13	1.04e+00	2.97e-01	1.00e+00
PKD1L1	1.30e+01	0.28	0.34	8.28e-01	4.08e-01	1.00e+00
PKDCC	3.86e+01	0.04	0.25	1.52e-01	8.79e-01	1.00e+00
