gene_id	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12
FAN1	250.95	705.71	238.17	604.39	535.62	677.48	680.26	298.19	911.87	708.92	560.29	774.35
FANCA	156.95	150.44	252	167.21	71.52	305	109.7	1.31	171.59	96.41	182.21	213.76
FANCB	0	8	0	14	51	10	16	24	41	0	20	26
FANCC	720	653	753	913	867	936	699	314	561.02	671	634	637
FANCD2	87.56	155	46.15	289.97	130.11	334.12	143.09	19.19	134	8	102.98	166.93
FANCE	404	930	405	658	747	896	644.99	216	414.18	591	658	644
FANCF	451.57	799.97	618.35	570.26	891.52	755.04	479.34	307	405.88	371	543.3	489.99
FANCG	496	852	390	1035	903	1284	489	138	333	377	491	614.97
FANCI	488.15	693.07	730.62	826.63	611.88	1139.57	623.72	212.66	540.12	344.23	513.51	427.67
FANCL	408.72	301.91	226.8	284.9	263.87	282.75	291.28	134.62	268.63	152.34	260.29	173.79
FANCM	119	175	56	200	93	194	211.06	37	274	92	134	144
FANK1	58	84.25	86	128	70	27	24	18	19	24	36	23
FAP	0	0	0	0	0	0	0	0	0	0	0	0
FAR1	996.05	1293	665	1073	983	1772	1583	812	2215	1138.15	1407	1545.32
FAR2	1330	3817.98	1728	3054.02	3733.88	4381.9	5322	2461	3713	3737.31	5704.75	5242.9
FARP1	4806.12	8038.09	5402	8425	7158.25	9274.24	10115.88	3982.63	7612.68	7414.95	7527.01	9451.55
FARP2	228	357.42	293	265	233	350	547	181.12	608	291	315.02	338
FARS2	1181	1126	1117	1111.4	1066	996	909	443	486	908	829	900
FARSA	3990	5829	4328	5226	4905	5206	5085	3302	3087	5034	5200	6715.99
FARSB	940	1477	1225	1413	1914	1692	1520	630	894.85	1224	1567	1809
FAS	231	572	446	358.06	455	427	931	809	706.29	898	741	633
FASLG	0	0	0	0	0	0	0	0	0	0	0	0
FASN	5102	13554.1	4981.78	10556.37	8598.19	11281.04	31784.83	10355.99	32008.3	15859.1	17944.95	26255.73
FASTK	6565.44	3852.37	5911	4197	3139	3114.88	3559.99	1363.17	2253.94	3517	2756.17	3244
FASTKD1	377	698.29	543	584	538	678	817	507	658	599	739	788
FASTKD2	1089.13	1528.7	1161.51	1352.01	1526.03	1762.92	1503.88	1147	1066.13	1143.09	1377.89	1943.69
FASTKD3	199	278	90	179	163	242	196	240.92	229	119	272.03	242
FASTKD5	487	802	256	706	460	933	1127	852	953	831	1090	1690.22
FAT1	352	1207	213	1469	944.82	1795	1438	597	2092.7	676.01	1020	1040
FAT2	12	3	53	5	8	4	5	0	19	0	0	4
FAT3	16	53.01	0	19.2	20.99	37.42	6.85	0	24.34	6.96	12.89	0
FAT4	224	718	289	813	719	1300.85	805	347	1377	298	562	669
FATE1	0	0	0	0	0	0	0	0	0	0	0	0
FAU	36225.73	25327.06	42595.27	27489.51	29246.54	25817.03	15246.97	15274.01	6816.02	20171.81	18914.99	22628.72
FAXC	60	71	30	46	69	76	52	30	34	12	46	72
FBF1	91	42	86	21	0	72	137	0	95	1	24	39
FBL	8793.42	5006.07	8084.7	6409.87	5492.71	5266.62	4161	2529	1989	4641.86	3153.9	4206
FBLIM1	7751.85	12263.7	7867.5	10299.47	9429.52	10418.83	7211.88	2887.52	7377.73	7434.32	7935.91	7275.93
FBLN1	1467	2125.07	1570.98	1681	1693	1790.97	1622	915.01	1029.05	1453	1007	940
FBLN2	85	22	0	76	18	48	44	12	24	0	16	14
FBLN5	56	217	56	153	160	163	75	104	37	80	62	62
FBLN7	12	8	0	0	28	6	0	0	0	0	0	0
FBN1	1755	5667	1504	4727.47	3365.98	6939	7390	1841.91	8848.26	3159	4083	2957.9
FBN2	1269.39	3253.79	1044	2685	2817	3753.87	2574	759	4003.51	1447	2584	1255.8
FBN3	0	10	0	12	14	8	0	0	0	0	14	6
FBP1	19	28	38	44	16	41	18	0	0	24	12	0
FBP2	0	7	0	0	0	9	2	0	2	8	3	2
FBRS	3034.42	2953.02	2483.07	2885	1392	2104	4181.01	1591.01	3448.27	2028	1305	2837.77
FBRSL1	1282.01	1880.93	1104.89	1821.31	885.35	1307.92	2994.61	692	2744.73	1404.94	710	1329
FBXL12	525	1417	878	1586	1264	1479.42	1570	816	1322	1241	1355	1619.66
FBXL13	35.42	20.27	2.61	10.04	32.88	30.85	35.71	61.37	81.71	13.23	54.74	39.37
FBXL14	0	456	164	540	469	586	892	899	851	491	835.02	699
FBXL15	4604	1868	3433	2182.42	1466	1827	1688	569	632	1462	888	885
FBXL16	0	0	0	0	0	0	0	0	6	0	0	0
FBXL17	556.23	903.06	284	967	790.98	1472.86	1161.87	639	1292.44	720.99	1256.28	847
FBXL18	1489.98	1953.67	1051.83	1873.46	1406.79	1485.55	3493.51	1072.42	3631.38	1761.92	1646.21	2364.21
FBXL19	3481	4501.26	2864	4293.1	2852.99	3778	3928.05	1786.99	2859.9	2428.22	2046	2059
FBXL2	544	846	690	648	745	962	574.08	309	421	681	420	686
FBXL20	462.45	750.92	409.7	794.81	925.56	806.76	1377	618.2	1231.4	671.8	465.21	862.46
FBXL21	0	0	0	0	0	0	0	0	0	0	0	0
FBXL22	0	8	0	0	0	10	8	0	4	0	0	0
FBXL3	935	1684	840	1568.88	1502	2066	1879	1133	1944.97	1520	2521	2531.47
FBXL4	256	216	241	287	277.87	421	380	210	341.05	346	419.53	410
FBXL5	3021.58	6456	3281	4953	6825	7413.25	5646	4937.76	3906.84	4264	5682	6291.05
FBXL6	673	863.72	855	896	625	662	870	174	696.97	451	434	442.93
FBXL7	2672	3341	2214	2936.01	3014.59	3537.01	3839.28	1905	4063.01	2402.55	2081.16	2754
FBXL8	250.11	124	334.76	222	176	169.99	141.73	48	111.38	179	54	64
FBXO10	848	1607.72	867	1555	1367	1529.26	1844	794	1471	1220.71	1125	1527
FBXO11	976.66	2067.61	773	1594.01	1288	1813.66	2816.05	1079.99	3161.14	1386	1575.72	2161.76
FBXO15	56	16	14	22	14	32	49	0	9	37	10	22
FBXO16	43	56	177	30	27	65	34	0	19	0	17	29.05
FBXO17	333.59	435.23	244	294	359.16	378.83	289.9	301.58	217	246.52	116	209
FBXO18	5579	5274	3493	5423.03	4282	5407.98	5647.01	2520.99	4481.27	4070	4053.93	4731.99
FBXO2	6	0	38	0	16	0	0	0	6	0	0	1
FBXO21	919.22	3612.99	1680	3887.62	2652.91	4740.87	2682.25	836	1902	1598.84	1743	1773.6
FBXO22	747	1291	982	1308	1474	1620.32	1848	1580	1280	2002.1	2074	2371
FBXO24	16	16	0	18	8	18	7	0	5	0	12	0
FBXO25	580	585.6	454	513	542	605	560.85	195	271	502	487	343
FBXO27	18.25	78.03	66.99	133.49	83	60.08	82.69	48.78	86.47	55.74	72.61	50.2
FBXO28	595	1618	977	1176	1565	1748	1613	1023	1743.13	1301	2098	2069
FBXO3	600	1253.19	779	1020	999	1069	1398	570	1192	950	1172	1170.48
FBXO30	214	746	148	515	535	751	939	1737.03	1257.71	471	1358	1335
FBXO31	1188	1297	1305	1065	982	1248	1507	1219.03	1282	1277	1513	1838
FBXO32	22	44	0	16	28	54	50	8	30	23	18	44
FBXO33	395	547	304	437.73	272	633	537	384	684.99	488	631	531
FBXO34	468	715	259	907	370.96	791.28	1650.8	702.83	1536	939	1213	1235
FBXO36	102	145	120	161	151	122	110	29	76	29	26	26
FBXO38	839	1150	542	1151	1115	1478	1336	455	1137.89	736	1120	1134
FBXO39	0	0	0	6	11	9	0	0	0	0	0	0
FBXO4	78	153	134	64	165	102	126	49	113	53	66	37
FBXO40	0	10	0	0	0	0	0	0	0	4	0	0
FBXO41	76	56	36	46	64	67	56	8	68.98	41	30	22
FBXO42	618	968	618	945	609	844	978	633	936.07	963	717	1081
FBXO43	14	4	18	0	0	26	0	0	8	0	0	2
FBXO44	365.72	271.17	339.77	220.38	261.01	188.64	161.2	25.3	104.42	206.18	83.98	105.9
FBXO45	563.84	840.32	404.84	790.89	721.78	994.27	1028.86	715.61	899.63	807.63	1092.5	1082.02
FBXO46	150	691	315	506	372	599	749	453	979	655	645	679.78
FBXO47	0	0	0	0	0	0	0	0	0	0	0	0
FBXO48	41.6	13.15	12.14	54.43	58.78	56.26	32.45	46.23	125.36	12.82	40.67	45.57
FBXO5	75	173	159	298	169	423	187	96	132	190	187	175
FBXO6	380.1	442.91	230.8	226.53	320.84	378.25	176.99	73.78	86.42	135.72	111.12	217.76
FBXO7	3849	6480	4783	6989.78	7094	7801.28	7217.8	4502	4405	7258.13	7267	8601.45
FBXO8	373	659.6	522	703	799	693.74	987	510.59	678.9	770.1	903.93	1018.97
FBXO9	604.81	1703	860	1340	1359	1286.99	1845	710	1245.42	1100	1209	1157
FBXW10	0	7.77	0	0	50	9.14	0	0	2.66	0	0	0
FBXW11	850	1822	1095	1715	1632.04	2079.89	2659	1279	2499.22	1906	2465	2699.89
FBXW12	0	0	0	0	0	0	0	0	0	0	0	0
FBXW2	1575.88	2996.82	1294.04	3188.76	2926.57	3881.03	4124.41	1632.78	4193.88	2583.19	3598.98	2921.52
FBXW4	1024	845	737	850	575	679	606	143	345	408	190	429.73
FBXW5	15649.24	14518.12	16670.33	14704.96	12168	12864.72	14115.5	6976.99	7029.84	12848.69	10888.43	10657.08
FBXW7	218	295.18	105	250	140	331.62	507	94	857.08	269	272	355
FBXW8	300	1203	438	1080.55	1209	1381	1123.69	257	966.01	677.34	834.83	827
FBXW9	1114	1172	1081	1291	1167	1047	836	330	471	976	549	667
FCAMR	0	0	0	0	0	0	0	0	0	0	4	0
FCAR	6.65	0	26.51	1.9	0	4.99	2.01	0	11.02	2.77	0	0
FCER1A	0	0	0	0	9	0	0	0	0	0	0	0
FCER1G	152	171	245	334	235.47	327.81	834	194	415	512	655.77	1058
FCER2	0	18	0	14	0	2	16	0	22	40	0	8
FCF1	1804.52	1614.57	1825.63	1907.06	1765.14	1448.52	1800.19	761.03	1375.99	1373.49	1381.59	1687.64
FCGBP	28	2	0	0	2	6	0	0	0	16	0	0
FCGR1A	0	0	0	0	0	0	0	0	3	0	0	0
FCGR1B	0	0	0	0	0	0	8	0	1	0	9	0
FCGR2A	0	0	0	0	0	0	2	0	4	0	0	0
FCGR2B	16	0	0	4	0	0	0	0	0	0	0	0
FCGR2C	0	0	0	0	0	0	0	0	0	0	0	0
FCGR3A	0	0	0	0	0	0	0	0	0	0	0	0
FCGR3B	0	0	0	0	0	0	0	0	0	0	0	0
FCGRT	50006.36	46577.4	56838.34	45968.28	39465.92	38992.76	31764.83	20515.54	14913.53	33123.04	15533.2	23432.68
FCHO1	0	0	4	0	6	14	52	7	31	14	0	22
FCHO2	456	782.02	241	613.04	695	1393	1334	641.99	1490.31	705	1050.86	1143
FCHSD1	825.06	770.2	788.77	664.63	519.73	677.86	495.01	170.35	917.47	426.21	490.3	531.91
FCHSD2	779	1203	588	952.65	781	1102.82	883.03	507	1282.33	512	724.36	710.41
FCN1	0	0	0	0	0	0	0	0	0	0	0	0
FCN2	0	0	0	0	0	0	0	0	0	0	0	0
FCN3	163	188	272	244	266	210	303	118	193	212	288	379
FCRL1	0	0	0	0	0	0	0	0	4	0	0	0
FCRL2	0	0	0	0	0	0	0	0	0	0	0	0
FCRL3	0	0	0	0	0	0	0	0	0	0	0	0
FCRL4	0	0	0	0	0	0	0	0	0	0	0	0
FCRL5	0	0	0	0	0	0	0	0	0	0	0	0
FCRL6	0	0	0	0	0	0	0	0	0	0	0	0
FCRLA	0	0	0	0	0	0	0	0	2	0	0	0
FCRLB	38	64	86	70	85	66	36	20	9	16	20	40
FDCSP	0	0	0	0	0	0	0	0	0	0	0	0
FDFT1	3277	9157.45	4883	6173.1	6066.07	7927.66	16380	10546	10860.84	13466.23	15064.4	22526.99
FDPS	11256.49	13918	14012	12697.53	10031.33	13048.33	20379.48	10494.9	14044.2	19531.16	18599.43	27750.96
FDX1	4536.73	4685	4309	4242.94	3319.78	4125.42	4505	2383	2492.65	4077	3815	3329
FDX1L	3871.98	1232	2777	1419.33	1079	1026.7	1394.07	845	578	1266	709	1404.25
FDXACB1	121.6	172	229	134.99	182	171	221.74	28	117.3	44	63.01	128.99
FDXR	2563.96	2006	2560	2025	1772	2022	1657	486	641	2018	892	847
FECH	485.71	1176	671	912	1145.74	1206.37	896.02	854.17	816.8	748	770	769
FEM1A	1036.83	2078.47	1216.88	1480.94	1071.15	1564.81	2951.25	1116.85	1991.57	1378.78	832.92	1659.74
FEM1B	122	492	152	395	588.35	854	956	983	1387	491	1512.01	1067
FEM1C	207	622.82	390	560.6	777	792	776.08	625	1350	532.16	1488	1119
FEN1	1112	618.03	779	887.99	578	758	655	272	525	498	543	853
FER	40	48	36	60	81	82.04	55	36	208.31	52	72	110.99
FER1L5	6	0	0	0	7	0	0	0	1	0	0	0
FER1L6	0	0	0	0	0	18	4	6	12	0	0	12
FERD3L	0	0	0	0	0	0	0	0	0	0	0	0
FERMT1	0	0	0	0	0	14	0	0	6	0	4	2
FERMT2	3879	7313	3807	5062	6001.01	7667.66	8731	4244	9270.38	6347.45	9169.59	9528.12
FERMT3	2561.3	3417	3110	2666	2246.16	2755	2035	2368	1855	1462.6	2389	2248.99
FES	6456.04	5685.52	5257	5774	4474.94	5321.94	5587.8	954	3990.03	5015.03	3198	3993.38
FETUB	0	6	0	0	0	0	0	0	0	0	0	0
FEV	0	0	24	14	14	46	26	0	20	0	0	0
FEZ1	2978	3533.76	3569.58	3048	2564.59	3442.06	7658.91	2457.41	3238.75	5414.44	3707.66	5162
FEZ2	1758.28	2953.01	1849.85	2731.24	2297.78	2679.25	3240.32	1178.58	2039.59	2274.82	2746.15	2740
FEZF1	0	0	0	0	0	0	0	0	2	0	0	0
FEZF2	0	0	0	0	0	0	0	0	0	0	0	0
FFAR1	0	0	0	0	0	0	0	0	0	0	0	0
FFAR2	56.68	10	0	3	3	6	53	0	48	7	1	28
FFAR3	52	24	36	14	6	2	89	14	172	104	168	184
FGA	0	0	0	0	0	0	0	0	0	0	0	0
FGB	14	3	0	0	3.89	0	0	0	2	0	5	0
FGD1	322	974	635	951.85	767	986	939	502	824	501	493	684
FGD2	0	0	0	0	0	0	0	0	0	0	0	0
FGD3	62	36	20	8	0	18	2	0	4	28	0	2
FGD4	69	75.64	95.04	61.91	54.17	136.49	279.52	54.54	140.04	84.73	127.95	24.1
FGD5	6603.75	11652.85	5013.57	11799.07	7686.07	11418	16368.65	4991.13	13041.16	8313.91	9646.94	10645.05
FGD6	155.24	579.78	74	460	624.57	686	964.6	373	1555.87	395	709	605
FGF1	0	0	0	0	14	0	0	0	3	4	0	0
FGF10	8	20	0	12	2	34	4	6	7	8	0	14
FGF11	421	234	131	404	301	317	57	72	104	75	22	43
FGF12	575.66	843	513	836	810	837	1354.07	493.22	1231.99	610	945	959
FGF13	102	60	65	11	75	133.69	50	28	48	38	53	48
FGF14	0	0	0	0	0	0	0	0	0	0	0	0
FGF16	2	13	0	4	5	0	0	0	7	0	15	14
FGF17	8	0	0	0	0	0	0	0	8	4	0	0
FGF18	0	6	0	0	0	0	14	0	0	11	7	9
FGF19	0	0	0	0	0	0	0	0	0	0	0	0
FGF2	6.68	36.1	52.68	35.81	29.52	49.97	26.41	9.43	33.57	27.76	16.98	4.44
FGF20	0	10	0	0	9	0	0	0	0	0	0	0
FGF21	0	0	0	0	0	0	0	0	0	0	0	0
FGF22	0	7	0	0	0	0	0	0	0	0	0	0
FGF23	0	0	0	0	0	6	0	0	0	0	0	0
FGF3	0	0	0	0	0	0	0	0	0	0	0	0
FGF4	0	0	0	0	0	0	0	0	0	0	0	0
FGF5	228.07	75.32	122.28	152.32	65.86	74.09	173.7	37.2	192.93	17.64	43.73	53.41
FGF6	0	0	0	0	0	0	0	0	0	0	0	0
FGF7	0	0	0	0	0	1	16	0	5	0	0	0
FGF8	0	0	0	0	0	0	0	0	0	0	0	0
FGF9	0	0	0	0	0	0	0	0	0	0	3	0
FGFBP1	0	0	0	0	0	0	0	0	0	0	0	0
FGFBP2	0	0	0	0	0	0	0	0	0	0	0	0
FGFBP3	168	138	214	228	53	121	206.01	65.54	129	96	104	78
FGFR1	6094.63	12881	6414.68	10322	7956.96	11465.57	10265.15	5062.99	10185.63	6701.18	6183.13	7798.57
FGFR1OP	276	199	140	176	239	298	387	217	333.81	209	440	405
FGFR1OP2	1002.94	1614.01	1355	1207	1004.03	1295	1588.54	1903.09	1348.41	1377.01	1804.42	1980
FGFR2	88	129	50	90	132	154	11	8.91	21.03	18	6.02	12
FGFR3	32	27	0	20	12	15	2	10	31	32	12	25
FGFR4	134	86	48	134	58	110	52	31.99	26	64	19	30
FGFRL1	328.08	548	334	452	352	323.83	552.99	367	564.95	288	328	221
FGG	0	0	0	0	0	0	0	0	0	0	0	0
FGGY	118	108	96	166	93	132	56	21	19	18	40	79
FGL1	0	0	0	0	0	0	0	0	0	0	0	0
FGL2	0	2	4.66	0.91	0	0.85	6.23	0	5.55	4.7	0	8
FGR	10	28	18	32	24	42	176	32	140	78	108	254
FH	3524	4010	4789	3301	3500	3802	4579	1603	2385	3474	3712	4046.01
FHAD1	6.6	0	0	6	1	0	14.61	0	16.78	0	0	5
FHDC1	30	16	55	16	32	27	143	4	304.92	30	72	120
FHIT	164.25	264.02	275	179	231.18	190	72	18	28	64	48	63
FHL1	338	483	291	694	678	655	931	534.96	590	826	831	849
FHL2	155	192	235	96	125	249	331	66	456	420	547	692
FHL3	4415.01	4682.84	4475	4514.02	3326.67	4037.17	3141.94	2060.97	2827	3281	2282.8	3687.77
FHL5	0	0	0	0	0	0	0	0	0	0	0	0
FHOD1	3006	3585	3351	3815	2698	3562	8395	4841.6	9207.68	5602.48	6585	8842.98
FHOD3	30	64	0	53	44	70	179	17	227.02	117	79	55
FIBCD1	22	18	39	9	4	0	32	0	22	50	36	12
FIBIN	0	0	0	0	0	0	0	0	0	0	0	0
FIBP	7736	9146.59	9193.94	9114.02	8127.02	7815.06	5433.35	1852	1982	5281	4251.98	4243.08
FICD	25	32	35	18	34	64	48.07	12	88	106	60	86
FIG4	1045	1286	980	1337	1122	1599	1510.9	476	1017	1370	1039	1318
FIGF	0	0	0	0	0	0	0	8	23	0	0	0
FIGLA	0	0	0	0	0	0	0	0	0	0	0	0
FIGN	8	79	22	49	119	86	76	52	225.97	32	76	132
FIGNL1	480	466	244	475	456	715	474	256	614.83	400	549	499
FIGNL2	1229	3625.84	1305	2869	2850.66	3267.04	9203.84	4836.99	8183.35	6197.53	6126.6	7300.72
FILIP1	538.82	905.05	287	599.99	402	874.03	975.13	355	1930	426	323	453
FILIP1L	222	564	392	339	348	515	348	154	432	135	64	182
FIP1L1	634	1171	751	1013	767	1070.65	1686.98	863.99	1215.92	1021	1182.08	1441.17
FIS1	13661.01	7841.98	16640.03	8331	7489.01	6937	5761.71	2982.66	2703.75	5789	4214.91	6532
FITM1	6	0	16	16	12	8	7	0	0	0	0	16
FITM2	22	132	69	72	94.96	59	114	138	202	76	76	107
FIZ1	583	1050	1302	1167	834	986.01	1100	561	699	808	471	843
FJX1	6203.09	8557.32	6653.37	6749.52	5858.71	6160.26	1938.99	1299.95	1792.97	1587.46	1472.96	2059.91
FKBP10	9471.24	15579.59	10246.28	11797.04	12146.06	12269.94	8380.75	5352	6043.29	8343.55	7028.93	8010.49
FKBP11	85	114.2	138	135	72	99	61	58	111	66	14	98
FKBP14	479.74	837.92	749.37	693.17	768.29	877.79	841.13	391.94	1023.6	434.12	892.46	497.48
FKBP15	786	1394	613	1091	877	1121.86	2494.99	471	2463.9	904	1074	1407
FKBP1A	62795.51	93744.39	76797.34	88798.85	91430.65	90980.31	91336.6	62819.9	53736.41	83583.11	87363.69	103430.71
FKBP1B	663	699	732	615	509	564	403	192	179	440	420	421
FKBP2	6464	1836.35	4766.97	2338.9	1372	1029	1818.5	645	1000	1570	774.74	1069
FKBP3	4205	3669	3899	3646	2563	3293.93	4093.9	1670	2128.16	2918	2631	2887
FKBP4	4272	5180	4943	5232	5088	5751	9598	8979.73	7512.89	9475	11194.02	13755.99
FKBP5	382.07	770	432	992.45	823	1154	1218.04	321	1407.99	714.52	1346.52	1494.92
FKBP6	9	0	0	6	0	8	2	9	25	0	10	0
FKBP7	491	862.97	835	688.06	945.09	777.05	636	247	259.71	469	441.01	319
FKBP8	32091.17	24586.18	33944.86	28708.74	18801.43	19541.17	15492.15	7669.14	6112.97	16702.02	8943.61	10602.13
FKBP9	4922.99	11205.85	6038.27	8377.4	6143.14	7609.39	9918.64	3043.04	7973.08	5275.05	3793.43	4549.2
FKBPL	1088	738	1180	674	607	474	514	554	210	577	320	692
FKRP	1240	2234.76	1524	2460.62	1665	1993	3105	1431	3011	1804	1869	2526
FKTN	179.08	323	196	288	358.01	455.99	372.01	97.95	478.09	268	314	451
FLAD1	1913.01	2194	2806.99	2045.18	2207	2180	2296	1207.4	1194.37	2007.26	1595.58	2533
FLCN	1465.69	2340.03	1313.8	1679.81	2175.35	2138.31	3216.45	1977.54	3957.07	1785	2018.97	2778.91
FLG	0	0	0	0	0	0	0	0	0	0	0	0
FLG2	0	10.35	14.58	0	0	6	11.25	2.08	25.79	1.12	7	1.17
FLI1	5419	6782.42	3879.13	7035.87	5023.1	7282.85	8033.69	4878.56	8866.28	4323.04	5564.14	6644.8
FLII	6447	8420.33	5996.02	9161.06	6713.35	8560	12343.43	5074	11697.26	8163	7659	9657.57
FLJ22184	0	10	10	2	25	17	5.95	0	14	22	0	0
FLJ23152	0	0	0	0	0	0	0	0	4	0	0	0
FLJ25363	7.99	0	0	0	8.52	1	0	0	3	0	3.88	0
FLJ27352	36	18	16	4	10	26	30	34	11	20	6	34
FLJ42280	0	0	0	0	0	0	0	0	2	0	0	0
FLJ43860	0	0	0	0	0	0	0	0	3.11	0	0	0
FLJ44635	2.49	29	0	54.03	18.93	3	14.99	30	96	13	8	35
FLJ45513	8.51	0	0	0	0	0	10	0	8.01	0	0	0
FLNA	38827.77	57607.1	31675.07	52737.65	38044.98	53239.03	89734.77	36694.06	121009.13	57806.69	57747.77	66741.36
FLNB	5315.69	9879.41	4207	9570.76	5490	12139	11111	5043.32	17280.98	6562	9921	10123
FLNC	110	230	154	179	224	312	344	1254	1703	399	989	1235
FLOT1	14863.4	11433	15175.45	11743.24	10697.09	11397.73	10100.43	6352.71	5941.12	10003.99	8105.03	10808.22
FLOT2	16915	20622.94	17921	21764.26	19232	21343.04	14638.42	5539.4	7915.08	14430.02	13764.78	12191
FLRT1	0	0	0	0	0	0	8	0	8	5	0	0
FLRT2	419	1385	502	981	1226	1114.87	170	910.04	248	157	144	273
FLRT3	103	72	8	83	103	97	45	48	71	22	64	97
FLT1	26158.75	43634.5	16416.3	36482.66	38377.79	47543.39	66647.93	18611.87	114646.08	36141.26	50853.68	42275.74
FLT3	0	12	0	0	0	0	2	0	0	0	0	0
FLT3LG	116	21	47	28	14	26	17	0	15	20	0	5
FLT4	5364.97	10805.14	5331.14	9218.29	7501.73	8488.2	10227.02	1449	9560.07	5574	4480	4043.06
FLVCR1	234.48	167	138.37	86	124	203.56	201.12	178	367.71	145	219.98	229
FLVCR2	271.55	341.96	209	389	484	448	518	304	432	509.99	428	473
FLYWCH1	1359	2157	1414	2090.17	1617.83	2086.78	2828.99	2210	2424.42	2614	2222.99	2808
FLYWCH2	1799.16	1146.26	1578.81	1047.07	568	576.85	1029.54	284.97	729	825	768	992.17
FMN1	58.91	40.11	25.66	42.24	18.27	35.43	75.27	54.67	101.58	38.76	72.02	70.32
FMN2	0	0	0	0	0	10	10	0	6	16	0	0
FMNL1	340	536.99	161	613	232	424	479	113	409	185	251	203
FMNL2	783	1523.6	560	1020.05	1135	1308	2945.02	1364.22	5301.35	1269	1558.8	2194.45
FMNL3	3195.79	6846	2791.03	5219	4928.66	6876.92	11988.5	5050.78	17511.06	6394.4	7859.63	8980.87
FMO1	0	4	0	2	0	8	3	0	0	0	0	0
FMO2	0	0	0	0	0	0	0	0	0	0	0	0
FMO3	0	0	0	0	0	0	0	0	0	0	0	0
FMO4	30	29	112	142	47	58	60	0	35	20	38	44
FMO5	8	12	12	19	48	32	30	0	29	12	30	6
FMOD	0	30	0	18	40	28	118	60	50	110	30	60
FMR1	544	373.14	328.01	435.52	260	492	921.97	325	1151	342	340	439
FMR1NB	6	0	0	0	0	0	0	0	0	0	0	0
FN1	14646.62	27843.71	9193.85	17205.48	20139	22696	26966.35	14494.98	35119.15	13397.74	15428.57	10453.07
FN3K	994.78	1738.92	1270.37	1487.1	1311	1429.12	1209	333	486	1084.02	573.28	635.92
FN3KRP	707.17	998	667	1312	1427	1240	1179.01	498	590	1075	1107	1315
FNBP1	1769.03	2661.17	1171.63	2132.16	1649.23	2399.88	5206.51	1157.54	5285.96	2292.14	1304.14	2127.81
FNBP1L	1356.11	2375.59	1124	2144	1784	2559	2919.42	854	2880.01	1970	2121	2238
FNBP4	300	293	116	286	253	294	415	214	1658	135	234	386
FNDC1	0	77	0	4	19	24	25.19	0	71	2	20	8
FNDC3A	1116	1849	621	1669	1805	2608	3221.02	1108	5231.57	1603	3822.89	2644.94
FNDC3B	3155	4043.23	1840.72	3154.54	3121.33	5028.76	4381.01	2317.54	7825.89	3013.93	4844	4325.89
FNDC4	1959	3752	2702	3029	2880.26	2520	1529	713	886	2349	1801	1789
FNDC5	0	10	0	0	6	20	8	0	8	0	0	4
FNDC7	0	0	0	0	0	0	0	0	2	0	0	0
FNDC8	4	12	0	11	38	29	16	10	24	0	32	11
FNDC9	0	0	0	0	0	10	0	0	6	0	20	0
FNIP1	432	728	407	554	341.19	502	886.87	592.04	1309.86	468.66	422	651.04
FNIP2	41	720	36	405	741	1146.08	1408.87	1101	2719.34	684	1765	2021.09
FNTA	1661	2928	2958.93	2624.37	3062.56	3333	2841.47	2050	1699.04	2388	2172	2796.47
FNTB	27.26	514.26	0	434.31	1215.2	779.22	825.63	278.47	558.26	972.23	978.6	611.14
FOCAD	2187	4389	3003	4515.26	4266.92	5390.82	4467.04	1920	3357	4019	4834.36	4213.76
FOLH1	78	212	38	201	287	172	185	106	87	84	61	84
FOLH1B	0	0	0	0	0	0	0	0	0	0	0	0
FOLR1	0	0	0	0	0	0	8	0	0	0	0	0
FOLR2	0	0	0	0	0	0	0	0	0	0	4	0
FOLR3	0	0	0	0	0	0	0	0	0	0	0	0
FOLR4	0	0	0	0	0	0	0	0	0	0	0	0
FOPNL	776.63	987.99	623	850.87	982.28	1093	1217.7	1088	879.91	816	925.92	1304
FOS	3279	2328.89	324	6628.99	2445.2	5749.99	9292	4536.41	1397	11264.01	1656	4362
FOSB	932	767.96	242	1486.04	789	1512	4382.18	753.82	1147.02	6791.1	376.84	968
FOSL1	381	356	472	246	219	274	845.91	1685.97	1375.99	691	841	1469.47
FOSL2	1324	3536	717	2578.53	2367	3310	2627	1909	5315.5	1623	2579.99	2699.9
