gene_id	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12
SNRPA	2304	2597	2902	2708	1935	2390	1356.16	1430.91	1223	1483	1172	1534
SNRPA1	1796	1023	1759	1011	694	1100	1566.02	1175	1117.45	1160	940	1170
SNRPB	22685.11	15155.13	26153.16	14706.91	14610.7	13887.29	12101	12237.97	6392	13353.94	10781.18	16318.83
SNRPB2	2948	3173.8	3132	2733.01	2889	2738.2	2595.25	1770	1763.01	2669.31	2508	3206.03
SNRPC	7452	6019.74	8023.61	6171	5855.93	5356	4704.01	2840	2264.02	5083.96	3427.1	4792
SNRPD1	4920.01	2356	3999	2517.87	1865	1902	1914	1036	1079.01	1637	1247	1765
SNRPD2	19405.15	10401.36	23218.9	10235	10423.97	9259.13	7027	6352	3316.25	8571.02	6112	8576
SNRPD3	6733.61	2868.28	4387.57	3162.04	2538.71	2309.14	3482.65	1476	2292.54	2679.06	1889.95	2649.4
SNRPE	4405	2590	4168	2862	2431.25	2212.1	1820.81	1142	746.91	2149	1698	2168
SNRPF	2443.09	1484.47	1738	1662	1448	1431	1372	664	675	1194	1099.38	1287
SNRPG	4622.88	4512.5	5966	4016.99	4831.27	4249	2504.47	2657	1487.96	3654.95	3189	4385.31
SNRPN	4854.71	6321.26	6888.79	5784.87	5065.56	5508.7	4580.76	2824	2335.79	5316.94	4306.23	4418.16
SNTA1	517	653	526	743	647	556	346	208	145	458.98	359	358
SNTB1	78	50	0	77	192	54	354	10	353	130	206	143
SNTB2	274.68	714.24	72	582.06	333.99	770.42	1061.64	492.42	1956.64	535.68	891.54	999.21
SNTG1	0	0	0	10	0	2	6	0	1	0	0	7
SNTG2	0	10	0	0	4	0	0	0	2	12	0	0
SNTN	2.19	4.97	0	3.99	0	5.33	14.7	0.5	22.6	13.45	0	7.21
SNUPN	1087	813	1058	863	592	991	885	519	479	508	621	729.99
SNURF	4831.27	5909.72	6663.66	5404.13	4886.49	4989.29	4300.11	2747	2080.21	4522.18	3903.16	4017.96
SNW1	1747.36	2409.46	1695.02	1745.24	1711.51	2184.93	2765.5	1200.46	1853.39	2003.06	1676.2	2368.02
SNX1	2244.13	3989.59	2587	3476	3158.07	3869.29	4848.98	2451.05	3775.04	3130	2559.01	3663
SNX10	95.04	181	92	172	202	117	142	8	133.01	150	130	103
SNX11	1271	1532.17	1777	1501	1590	1646	1650	1810	952	1701	1404	2182
SNX12	2809	5568	3896.78	5410	6459	6644.3	4603	3425	3123	5008.08	5166.88	6619.01
SNX13	441	889.17	410	984	796	1224	1125.03	415	1231	722	1048	926
SNX14	2617	3824	3203	3000	3041	4051.5	3953	1999	3298.9	2932.16	3843.97	3888
SNX15	947.03	1377.96	1195.01	1547.41	1037.05	1589.62	1664.73	1149.98	1189.61	1705.04	1308.79	1623.17
SNX16	203	384	142	289.09	334	351.71	480	309	417.05	411	521.89	396
SNX17	7216	12897.38	12476	10338.97	11513.99	11725	10123	5636	4900.73	10193	8561.01	11687.84
SNX18	2089.21	4332.68	1400.45	3030.88	3291.15	4992.94	1792.02	1478.46	1949.23	1764.07	1939.15	2091.74
SNX19	1474.76	2824.36	1105	2424	2828.01	3511	3150.04	1277.01	4357.32	2408	2872	2639.71
SNX2	3400.87	6539.06	4055.84	6031.88	4997.78	6765.01	6236.26	3172	3518.85	4609.24	3770	3903.01
SNX20	0	0	0	0	0	0	9	0	5.99	0	4	0
SNX21	1092.91	987.25	1255.58	1230.57	668.33	784.68	1053.28	169.84	612.37	715.48	456.23	482.67
SNX22	68.1	43.33	112.5	60.29	0	36.96	29.77	10.84	83.33	30.63	19.23	9.76
SNX24	417	558	277	656.9	505.76	748	559	205	426.31	363	591	607.51
SNX25	304	421	263	482	203	528	684	231	802	363	502	566
SNX27	794.42	1285.59	659.78	1175.89	980.01	1217.94	1241.78	257	1626.29	610.59	539.01	719.12
SNX29	568	1261.08	668	1131	1093.97	1536.15	1704.06	794.44	2408.79	1103	1381	1522.63
SNX3	9790.96	21522.7	16430.99	17613.93	22322.99	23046.96	25123.3	20329.22	12676.82	21042.18	22482.28	24243.24
SNX30	750.35	1188.27	544.31	1228.32	765.82	1494.69	2249.44	1057	2400.96	1076.96	1666	1703.39
SNX31	0	0	0	0	0	0	0	0	0	0	0	0
SNX32	26	50	0	18	46	28	0	42	6	0	0	16
SNX33	1003	1154	792	1447	1197	1200.08	1354.01	460	1230	907	982	1197
SNX4	886.26	2310	972	1888.74	2042.06	2531	2351	1041.48	1631.51	1711.01	2547	2217
SNX5	1630	3139	2267.93	2681.97	2268	2811	2334.26	992	1236.27	1498.09	1281	1416
SNX6	3618.3	5670.16	3887.41	4680.99	5099.63	6299.69	6163.63	4224.97	3983.44	4423	6028.99	6380.51
SNX7	2167	3195.86	2184	2595.33	2498	2689.44	2384	1291	1320	1931	2068	2068.96
SNX8	3151	3519.51	2943.89	3296	2282.05	3036.05	3341.07	2069.35	2766.35	2391.22	2124	3321.41
SNX9	2044	3460	1963	3257	2464	4219.07	5776	3308.47	6109.21	3721.38	4872	5660.49
SOAT1	863.25	1522.51	756.83	1323.11	1417	1647.85	2238.07	1236.02	2300.17	1514	2565.15	2480.41
SOAT2	0	0	0	0	0	0	0	0	0	0	0	0
SOBP	337	140	120.06	184	89	67	120	138	92	36	36	46
SOCS1	242	295	282	182	136	96	112	76	62	116	93	69
SOCS2	719	763	312	682	939	1007.94	441	76	221	286	321	301
SOCS3	770	1470.26	676.03	1759	1104	3411.99	755	779.24	1092.79	3642.8	714	771.24
SOCS4	278	915	583	718	1004	1054	1149	766	1553	633	1416	1095.48
SOCS5	352	615	247	463	778	1017.12	802	831	886.01	512	1093	1087.69
SOCS6	628	991	730	1032	999	1428	1693.13	886	1404	1033.43	1622	1600
SOCS7	154.12	259.81	154	338.07	249.02	362	351.04	256	824.56	226.04	393	391.97
SOD1	10169.4	6871	10935	8060.55	6222.81	6285.98	8880.33	9611	4225.77	8383	7952.16	7962.11
SOD2	715	815	787	1264.02	981	1215	953	683	1146	624.1	899	645
SOD3	46	60	76	34	83	50	68	54	20	68	50	64
SOGA1	395	303.04	85	309	239	383	544	412	2580.5	245	228	449
SOGA2	114	113	28	72	40	154	156	93	337	88	69	101
SOGA3	44.47	124.1	204.13	57.18	52.36	81.69	514.56	101.02	1316.86	205.08	266	304.96
SOHLH1	0	0	0	0	0	0	0	0	0	0	0	0
SOHLH2	0	0	0	0	0	0	0	0	2	4	0	0
SOLH	1842.99	2426.59	2058.59	2486.69	1832	1995.66	3675.01	1998.75	4420.22	2470	2162.87	3028.99
SON	3506.54	3981.26	1718.31	4001.99	2423.02	4559.94	7907.49	2780.01	12679.67	3662.17	4495	5627.68
SORBS1	645	1067	455	1278.1	950.7	1498	2345.23	632.25	2889.22	1160.99	1428	1732.91
SORBS2	102	307	34	144	71	254	397.05	443.01	1702	222	1378.43	1507
SORBS3	8509	7842.1	7619	8111.59	5183.29	6473.1	8699.84	2690	6046	5961	4462.64	6140.69
SORCS1	162	299	141	157	169	224	332	88	408.97	229	175	172
SORCS2	16.34	4	0	12	4	26	45	14	49	10	0	40
SORCS3	0	4	0	2	4	14	28	20	32	30	4	39
SORD	955.99	1648	1215	1673	2642.01	1807	1183	361	477	1016	851	743
SORL1	182	226	90	130	307	207	78	47	209	46	76	60
SORT1	4629	6664.88	4266.57	6037	4868.96	6029.06	7989.73	3227	6576.17	4140.99	3052.19	3056.78
SOS1	687	964	332	866.43	747	1090.69	1674.45	767.95	2267.56	728.99	1275	1258.34
SOS2	733	1450	789	1007	1206	1719.99	2264	1096.92	2374.73	1338	1682.23	1817.71
SOST	0	0	0	0	0	0	0	0	0	0	0	0
SOSTDC1	0	0	0	0	0	0	0	0	0	0	0	0
SOWAHA	0	0	0	12	0	0	0	0	0	0	0	0
SOWAHB	10	8	0	0	0	0	0	14	0	6	0	0
SOWAHC	38.45	116.27	46.37	96.95	41.78	97.79	103.34	168	128.11	76.96	124	81.03
SOWAHD	0	2	0	0	0	0	0	0	2	0	0	0
SOX1	38	20	0	0	8	0	12	21	8	30	0	2
SOX10	0	0	0	0	0	0	0	0	9	10	0	0
SOX11	1917.37	1621.05	1207.81	1673.14	1048.64	1592.85	3312.79	735	3163.99	1565	1440	1948.98
SOX12	5368.11	7224.49	5864.71	6673.27	4278.65	5272.55	6598.76	2555.11	3132.03	3309.96	1364.73	2246.69
SOX13	802.09	1829.8	1147.42	2350.93	1638.11	1945.32	3914.11	1727.54	4933.18	1562.9	1940.81	2979.27
SOX14	0	0	0	0	0	6	0	0	0	0	0	0
SOX15	3	19	0	77	5	6	29	42	36	57	38	56
SOX17	5764.01	7258	6197	6548	4692	6344.72	14243.99	8017.01	10637.42	8384.01	12191.01	14788.22
SOX18	29134.68	44259.05	43357.03	39507.15	25188.46	29339.6	24596.75	8265.93	13356.29	18524.28	13570.3	14218.84
SOX2	0	6	0	2	0	8	14	0	16	0	0	2
SOX21	0	0	0	0	0	10	0	0	0	0	0	24
SOX3	0	12	0	18	0	0	0	0	0	4	0	0
SOX30	0	0	16	0	0	0	0	0	0	0	8	0
SOX4	4308.18	5126.59	2543.37	4172.09	2115.13	3678.74	5168.65	2006.99	4382.78	1975.52	1459.32	1699.91
SOX5	76	145	44	163	115.96	161	236	121	275	67	120	28
SOX6	8	61	0	14	57	124	40	8	48	25	18	16
SOX7	2332.42	5158	2125.93	6768.47	4819.17	6906.94	4626.36	2784.8	4373.39	3018.51	3937.08	3390.37
SOX8	355	318	260	287	283	293	245	94	268.9	264.07	98	92
SOX9	37	48	40	18	26	0	0	0	10	0	0	4
SP1	892	1708	964.56	1727.27	1707	2324.58	2479.15	1265.15	3551.62	1521	1764.99	2004
SP100	1448.34	1438.05	740.06	1082	1091.32	1014.99	1018.54	473.89	700.31	530	478	783.4
SP110	384	386	382	462	361	293	127.86	50	75	99	50	72
SP140	0	0	0	0	0	0	2.12	4.63	0	0	0	0
SP140L	186	275.15	113.02	185.01	197	221	295.88	92.37	245	161	116	165
SP2	403	822.59	321	721	426.35	559	1293	411	1197	543.94	346	631
SP3	492.11	1470	505	1313	1314	1724.24	1932.94	968	2249	1127	1961	1862.13
SP4	109.82	101.41	90	51.72	69.77	117.81	55.58	102	194.96	68.6	114	72.46
SP5	0	106	142	80	70	42	46	0	4	4	0	0
SP6	590	1100	562	901	1076	1470.89	1615	1038	2671.74	919	2825	2329
SP7	0	0	0	0	0	0	0	0	2	0	0	0
SP8	0	0	0	4	17	22	0	0	14	4	1	0
SP9	0	0	0	0	0	0	0	0	0	0	0	0
SPA17	302	139	287	164.99	238	180	121	42	47	124	139	129
SPACA1	0	0	0	0	0	0	0	0	0	0	0	0
SPACA3	0	0	0	0	0	0	0	0	0	0	0	0
SPACA4	0	0	0	0	0	0	0	0	1	14	0	8
SPACA5	0	0	0	0	0	0	0	0	0	0	0	0
SPACA5B	0	0	0	0	0	0	0	0	0	0	0	0
SPACA7	0	0	0	0	0	0	0	0	0	0	0	0
SPAG1	104	252	110	184	118	235	171.99	44	334	228	128	146
SPAG11A	0	0	0	0	0	0	0	0	0	0	0	0
SPAG11B	0	0	0	0	0	0	0	0	0	0	0	0
SPAG16	421	272	382	388	303	267	169	108	127	170	108	124
SPAG17	0	18	0	6	0	26	0	0	2	0	0	0
SPAG4	66	55	93	42	34	84	20	0	26	52	5	10
SPAG5	300	255	0	348	108	591	199	34	292	60	72	50
SPAG6	0	2	0	2	0	6	0	0	6	0	0	0
SPAG7	4357.06	2697	3476	2553	2307.4	1961.98	2724	1629	1668.73	2589	2005	2953
SPAG8	35	4	0	18	8	0	0	14	10	6	0	0
SPAG9	1209.63	2112	637.62	1773.05	1406.76	2370.05	6565.61	2246.45	11707.71	3456.63	4185.71	5061.11
SPAM1	0	0	0	0	0	0	0	0	0	0	0	0
SPANXA1	0	0	0	0	0	0	0	0	0	0	0	0
SPANXA2	0	0	0	0	0	0	0	0	0	0	0	0
SPANXB1	0	0	0	0	0	0	0	0	0	0	0	0
SPANXB2	0	0	0	0	0	0	0	0	0	0	0	0
SPANXC	0	0	0	0	0	0	0	0	0	0	0	0
SPANXD	0	0	0	0	0	0	0	0	0	0	0	0
SPANXE	0	0	0	0	0	0	0	0	0	0	0	0
SPANXF1	0	0	0	0	0	0	0	0	0	0	0	0
SPANXN1	0	0	0	0	0	0	0	0	0	0	0	0
SPANXN2	0	0	0	2	0	0	0	0	0	0	0	0
SPANXN3	0	0	0	0	0	0	0	0	0	0	0	0
SPANXN4	0	0	0	0	0	0	0	0	0	0	0	0
SPANXN5	0	0	0	0	0	0	0	0	0	0	0	0
SPARC	43168.71	99383.31	61600.12	79384.55	83918.49	95312.1	109024.85	89818.85	89206.96	91378.43	97323.8	102076.04
SPARCL1	22	34	0	12	26	26	19	18	8	0	0	16
SPAST	742.02	936.36	674.25	837.46	899.19	1265.97	946.83	547.08	1106.65	579.65	979.77	883.96
SPATA12	62	30	0	4	4	20	0	0	4	0	5	13
SPATA13	229	142.36	56	96.51	152.98	127.02	211.31	83	281.45	78	123.53	120.33
SPATA16	34	18	24	32	18	43	10	8	0	10	0	6
SPATA17	0	5	0	0	8	0	6	0	1	0	14	0
SPATA18	190	212	123	286	187	366	586	338	537.07	475	327	294
SPATA19	0	0	0	0	0	10	0	0	0	0	0	0
SPATA2	224	742	292	293	252	398	490	306	472	305	239	371
SPATA20	1691	3030.38	2049	2652	2225	2337	1116.73	222	597.3	628	481	665
SPATA21	0	0	0	0	0	0	0	0	0	0	0	0
SPATA22	0	0	0	0	0	0	0	0	0	0	0	0
SPATA24	243	63	219	171	112	182	174	15	41	111	122	110
SPATA25	0	0	0	0	0	0	4	0	12	0	0	0
SPATA2L	2595	1825	1939	1436	1212	1283	1359.03	961	935	1466	1261	1450.98
SPATA3	0	0	0	0	0	0	0	0	0	0	0	0
SPATA4	0	4	0	4	0	0	0	0	0	0	0	0
SPATA5	184.17	158.69	62.45	238.2	136.08	163.18	223.72	79.81	462.66	152.91	103.89	151.48
SPATA5L1	343	351	124	402	399.97	426	627.45	356	498	423	557	536
SPATA6	126	227	112	291	292	312.57	373	34	172.03	140.88	255	219.01
SPATA6L	14	9	0	0	0	16	8	0	0	0	0	4
SPATA7	537	745	727	889	1001	826	473	535.01	237	540	356	412
SPATA8	0	0	0	0	0	0	0	0	0	0	0	0
SPATA9	0	0	0	0	0	0	4	0	0	0	0	2
SPATC1	0	0	0	0	0	0	0	0	0	0	0	0
SPATS1	0	0	0	0	0	0	0	0	0	0	0	0
SPATS2	687.8	1465.19	795.82	1045.44	1101.56	1189.02	1356.84	1074.92	1516.21	1042.54	1245.05	1029.59
SPATS2L	6711.75	9367.72	6193.75	7264.48	5209.46	6598.52	9305.27	3267.58	6150.03	5783.73	3977.29	5542.18
SPC24	58	102	26.78	152	31	67	12	0	16	26	1	2
SPC25	502.24	285.01	454.72	526.3	219.62	377.86	305.47	113.77	381.87	163.4	140.18	113.14
SPCS1	2948	3599.27	3387.83	3664.39	3045.58	3140.68	2414.86	841	1232.7	2060	2077	2181.55
SPCS2	3370.74	4173	3663.29	3770	3911	3701.96	3816	2195.22	2612	3865	3466.02	4098
SPCS3	4046.3	7249.82	4339.35	5929.03	7599.6	8647.88	8954.71	4333.16	8358.33	5827.1	9257.09	7143.43
SPDEF	0	6	0	0	0	0	0	0	0	0	0	0
SPDYA	0	0	0	0	0	0	7.35	0	4.18	22.74	5	0
SPDYC	0	0	0	0	0	0	0	0	0	0	0	0
SPDYE1	0	7.63	38	0	4	0	7.06	0	47.58	13.69	2.62	0.98
SPDYE2	19.25	1.57	0	0	0	4.44	25.72	0	37.04	6.36	3.19	7.51
SPDYE2L	19.25	1.57	0	0	0	4.44	25.72	0	37.04	6.36	3.19	7.51
SPDYE3	134.08	82.99	155.04	100	65	68	79.65	57	57.07	68.86	58.21	35
SPDYE4	0	0	0	0	0	0	0	0	0	0	0	0
SPDYE5	14.09	5.38	0	6	0	16.86	18.91	0	80.13	6.31	15.87	0
SPDYE6	14.33	15.44	0	6	0	10.26	28.33	0	148.38	0	2.63	0
SPECC1	524.06	761.92	495.85	456.36	544.18	483.54	844.94	379.36	591.79	388.05	164.8	317.29
SPECC1L	1314	2457.93	1073.09	1696	1439	1983	3916	1072	4231.03	1758	1834	2249
SPEF1	0	0	0	0	0	16	9	0	6	16	0	0
SPEF2	267	584	416	441	722.97	707.99	114	81	90	108	30	58
SPEG	0	30	0	0	0	6	0	0	15	0	0	0
SPEM1	0	0	0	0	0	0	0	0	0	0	0	0
SPEN	513	1003	286	639.83	208.54	637	2257	622	4463.02	467	338	737.01
SPERT	0	6	0	0	0	0	0	0	0	0	0	0
SPESP1	0	0	0	0	0	0	0	0	0	0	0	0
SPG11	408	946	305	919.26	840	1201	1239.02	331	1456.96	615	1068	1025.14
SPG20	1542.1	2680	1077	2264.37	1903	2833.27	3132.93	2686	3267.1	2363.66	2495	3931.81
SPG21	2757.91	7535.01	4151	6742	8145.22	7587.84	6366.01	4944.36	3309.12	5810.99	6242.01	7308
SPG7	2621.95	3447	2724	3412	2260	3488	4359	1680	3495.87	2813	2680	3243
SPHAR	385	233.51	374.97	209.71	209.24	304.15	352.05	125.2	126.65	175.58	166.22	248.33
SPHK1	1840	1276.49	1386	697	1162	869	950	2225	940	1219	1505.38	1379
SPHK2	1060	1219.87	928	1324	1049	1079.03	1279	429	827	631	787	995
SPHKAP	6	0	0	0	0	0	0	0	0	0	0	0
SPI1	26	8	0	10	25	2	0	0	3	0	0	6
SPIB	29.87	18.6	30.57	18.21	9.42	21	99.52	8.2	76.11	16.19	14.19	29.56
SPIC	0	0	0	0	0	0	0	0	0	0	0	0
SPICE1	252.71	225.1	76	137	194	258.09	240.91	119	302.26	64	187	166.63
SPIN1	941	2837	748	2415.25	3125.03	3276.26	3240.83	1929.01	2939.36	1929.02	3185.28	2914.01
SPIN2A	7.79	9.15	0	0	0	37.43	4.65	0	2.97	0	0	11.69
SPIN2B	565.21	546.85	408	569	565.89	581.87	548.36	390	294.03	472	389	453.31
SPIN3	50.61	63	35	82	44	77	64	7	115	103	41	62
SPIN4	918	2551.96	1058	2287.45	2013	3517	1987.47	1219	2081.9	1378	1808	1902
SPINK1	0	0	0	0	0	0	0	0	0	0	0	0
SPINK13	0	0	0	0	0	0	0	0	0	0	0	0
SPINK14	0	0	0	0	0	0	0	0	0	0	0	0
SPINK2	0	0	0	0	0	0	0	0	0	0	0	0
SPINK4	0	0	0	0	0	0	0	0	0	0	0	0
SPINK5	34	6	0	4	0	2	4	0	10	0	10	1
SPINK6	0	0	0	0	0	0	0	0	0	0	0	0
SPINK7	0	0	0	0	0	0	0	0	0	0	0	0
SPINK8	0	0	0	0	0	0	0	0	0	0	0	0
SPINK9	0	0	0	0	0	0	0	0	0	0	0	0
SPINLW1	18.21	21.49	0	23.03	14.06	7	9	7	86.63	16.01	9.05	17.02
SPINLW1-WFDC6	0	0	0	0	0	0	0	0	0	0	0	0
SPINT1	908	437	351	397	442	403	226	33	97	199	66	96
SPINT2	545.01	586	673	391	925	565	335	334	244	401	338	338
SPINT3	0	0	0	0	0	0	0	0	0	0	0	0
SPINT4	0	0	0	0	0	0	0	0	0	0	0	0
SPIRE1	780	765.98	390	777	724	955	1121.02	779.76	1644	857.06	1165.22	1099.83
SPIRE2	23	40.01	0	77.99	52.82	26.22	19.9	19.36	49.02	82	32.24	10
SPN	66.23	21.32	77.17	9	52.47	18.47	36.98	3.5	65.52	5.54	0	16.98
SPNS1	12897.53	15115.94	12795	15265	12653.47	14814.95	15973.01	15122.13	8673.6	18765	14621.02	18833.02
SPNS2	1272.98	2442.28	2103.3	2460.54	2134.57	2773.1	3634.92	1203.21	2483.14	3195.36	3058.06	4825.46
SPNS3	0	0	0	16	0	0	0	0	3	0	0	0
SPO11	0	0	0	0	0	0	0	0	0	0	0	0
SPOCD1	47	17	0	10	17	11.8	87	0	260	41	386	102
SPOCK1	39	33	0	7	6	20	20	22	12	24	0	20
SPOCK2	0	10	4	24	2	22	38	6	72	46	56	102
SPOCK3	186	379	238	472	392	783	409	280	168	472	409	336
SPON1	3017.92	7654.72	2165	4471.99	8076.8	6529.49	2968	2262.96	2561.99	2249.12	2126	1850
SPON2	0	0	0	0	0	0	3	0	0	6	8	8
SPOP	1648.11	2446.96	1693.27	2462.68	2031.98	2378.44	2560.03	1686	1623	1612.93	1424.04	1851.99
SPOPL	315	377	297	420.94	326	604	529	266	565.77	332	416.98	363
SPP1	24	30	82	34	14	297	220	110	122	56	58	345
SPP2	0	0	0	0	0	0	0	0	0	0	0	0
SPPL2A	1215	1922.54	1535	1629	1376	1860.91	2801.39	2136	2299.94	1853	2382.09	2420.75
SPPL2B	2057	2845.05	2615.83	2632.81	1703	1978	2452	711	1705.29	1981.7	1163.99	1480.12
SPPL2C	0	0	0	0	0	0	0	0	0	0	0	0
SPPL3	3617.44	4864.14	3546.45	5001.72	3340.4	4338.47	6155.5	3114.77	3749.05	3443.01	2979.74	3820.62
SPR	714	1221	1425	1051	967	1376	1637	921	690	1227	1100	1215
SPRED1	959.61	1549.56	599.01	1433.61	954.53	1949.68	4095.83	714.02	4161.6	2092.26	3575.35	3022.02
SPRED2	488	1453.02	439	1021	1609	1876.15	3497	963.38	4089.02	1497.98	3106.65	2599.02
SPRED3	73	406	0	73	218.96	146	532.15	150	842.03	189	392	488
SPRN	811.98	119	495	166	110	171	178	40	328	120	82	191
SPRR1A	0	0	0	0	0	0	0	0	0	0	0	0
SPRR1B	0	0	0	0	0	0	0	0	0	0	0	0
SPRR2A	0	0	0	0	0	0	2	0	6	0	0	2
SPRR2B	0	0	0	0	0	0	0	0	0	0	0	0
SPRR2D	0	0	0	0	0	0	0	0	0	0	0	6
SPRR2E	0	0	0	0	0	0	0	0	0	0	0	0
SPRR2F	0	0	0	0	0	0	0	0	0	0	0	0
SPRR2G	0	0	0	0	0	0	0	0	0	0	0	0
SPRR3	0	0	0	0	0	0	0	0	0	0	0	0
SPRR4	0	0	0	0	0	0	0	0	0	0	0	0
SPRY1	203	358	172	385	368	628	520	228	489.8	713	296	213
SPRY2	586	871	325	772.98	660	1129	1896	1477	1475.07	1330	2222.01	2138
SPRY3	90	208.97	152.13	256	279	351	352	118	433	218	228	219
SPRY4	415.42	1047.2	578	822.08	685.34	1172.35	6348.24	2135.45	10396.48	3918.04	5081.6	5455.16
SPRYD3	1164.6	2073	1053	1643.02	1881	1983	2323	849	1762	2423	2707.98	3325.67
SPRYD4	498.07	747.98	729	615.53	692.39	678.23	439.96	367.02	286.83	328.92	328.32	594
SPRYD5	0	0	0	0	0	0	8	0	0	0	0	0
SPRYD7	541.02	528.95	556.85	420.35	342	380	822.83	172.5	748.56	393.03	682.82	676.13
SPSB1	92	166	26	69	44	101	226	161	159.01	90	192.75	193
SPSB2	489	158	372	216	146	94	188	22	80	90	78	105
SPSB3	2529.02	2097.85	2458	2604	1998	2240.12	2210.07	1889	1446.76	2265	1559	1978
SPSB4	10	28	0	26	8	5	8	0	6	14	14	18
SPTA1	0	18	0	28	0	0	4	0	8	0	10	0
SPTAN1	19979	23472.01	11994	17634.14	6988.09	19054.37	51781.05	8776.77	47830.37	25023.52	15079.19	21944.65
SPTB	11	18	0	43	34	3	4	0	43	21	0	4
SPTBN1	15782.13	26980	9110.33	14714.5	5299.99	15720.15	69916.54	12809.37	93368.74	12834.18	8467.47	15605.6
SPTBN2	114	183.9	178	169	127	158	365	94	351	38	58	71
SPTBN4	7	0	0	4	4	10	12	0	2	0	0	24
SPTBN5	116	46.69	52	12	0	4	201	54	3263.74	0	12	57
SPTLC1	1907.23	4402.99	1560	2885.99	3647.26	4370.12	4318.55	2578.73	3571.01	3468.36	4276.33	4278.98
SPTLC2	3169.42	5341.84	3051.07	6448.29	4940.01	6080.88	5194.66	2717.53	5191.7	3533.01	4007.69	3793.89
SPTLC3	16	11	34	8	36	32	0	0	0	0	0	0
SPTSSA	1880.08	3425.43	2270.27	2320.71	2574.22	3449.91	3151.36	1857.94	1858.3	2184.48	2393.06	2644.2
SPTSSB	0	0	0	0	0	0	0	0	0	0	0	0
SPTY2D1	487	810.01	518	547	437	824.97	1030.08	643	1173.99	638.01	917.03	1003.19
SPZ1	0	0	0	0	0	0	0	0	0	0	0	2
SQLE	1356	4258.34	1141	2907	2147	3756.99	12773.96	6850	14455.82	8655	12605.97	14968.95
SQRDL	418	363	520	370	341	378	615	245	347	451	507	785
SQSTM1	17304.19	28218.13	23950.67	29171.9	30693.73	32563.19	34216.91	104542.96	25011.74	40299.89	33233.53	48320.88
SRA1	3273.82	2223	3504	2006	2127.49	1928.02	1875.01	755	934	1372	1279	1741.67
SRBD1	237	490	168	549.25	314	619	565	103	482	386	348	331
SRC	1014.55	2326.01	1066.65	2305.58	2127.93	2308.02	3435.58	1601.28	3558.5	2475.71	2025.95	3126.77
SRCAP	1839.01	2515.34	1062	1854	1324	1929	5115.93	1507	7762.86	1372	997	1599
SRCIN1	0	0	0	0	0	0	0	0	0	0	0	0
SRCRB4D	40	123	19	4	20	44	48	46	34	82	26	22
SRD5A1	367	380	342	459	633	550	421.02	229	447	523	409	525
SRD5A2	0	0	0	0	0	10	0	0	4	8	8	0
SRD5A3	2474.53	3772.03	3633	3748.46	3980.86	3878.17	2787.13	1344.01	1167.34	2633	2442.25	2616.24
SREBF1	4071.04	4806	3891	4454	3385.01	3697	5078	1359	4010	3132	1967.77	2869.02
SREBF2	1065	7896	1699.08	6458	6688.03	8319	15153.02	6436.99	16923.17	10145.33	13202.07	15187.93
SREK1	446	724	323	494.5	423	784	1184	416	2355.22	422	566	827
SREK1IP1	3522.22	1590.24	1395.01	1407.52	1003.12	1718.1	1626.2	1203.64	1219.08	1086.06	1268	1620.01
SRF	2187	2852	2397	2771.98	3014	2959.62	4910.97	2443.16	5992	4156.99	5554	6227
SRFBP1	215	195	108	229	285	296.1	326.01	240	457.91	176.71	253.44	321
SRGAP1	748.25	904.19	433.04	720.1	475.02	874	915.73	256	1678.1	327.06	249.32	553.32
SRGAP2	927	2145	1011	1920.99	1539.01	2112	5401.89	1958.2	6700.21	2558	2986	3491.02
SRGAP3	0	0	0	8	6	4	22	0	16	0	0	0
SRGN	887	744	838.94	557.01	1343	1020	765	804.65	227	400	323	476
SRI	7275.94	6452	8481	5831.67	5952	6272	4732.39	2349	2406.03	4920.88	4157	4734
SRL	0	4.98	0	5	14.66	13	1.96	0.23	7.02	8	3.97	15
SRM	9797.41	10547.33	10862.91	9875.12	6987.27	7639.11	9462.41	3892.1	4408.99	7621.55	6151.53	8292.54
SRMS	0	0	0	0	0	0	2	0	0	4	0	0
SRP14	12394.01	14737.68	13399.99	14650.26	13882.94	12720.37	16123.72	9948.53	8415.51	14249.96	12798.94	14573.23
SRP19	1346	1161.18	1586	1232	842	967.12	1375.14	884.36	899.24	1002.34	1261.95	1382.71
SRP54	1437	2327.37	1415	2317	2314	2756	2946	1546	2139	2198	2642	2861.15
SRP68	2859	3347	2512	3841	2939	3901.04	4972	2350	3231	3231	3199	4156
SRP72	3617	6909.68	3790	4931	5502	6127	5864.04	3084	4376.64	3577	4881.4	4989.02
SRP9	7588.67	10008	7569	8471	9161	10017.23	9360.98	4882.71	4735.16	8505.01	8674.01	9498.99
SRPK1	1174	1880.83	1203	1471	1525	2046	2083.37	1216.81	2390.79	1686.99	2061	2480.22
SRPK2	725	1621.31	620	1591	1339	2007	1658	769	1584.03	1021.46	1572	1489
SRPK3	0	0	0	0	0	0	0	0	3	0	0	0
SRPR	1810	4478.78	2570	3469	3199	3933	5184.84	2160	4506.99	3539.76	4228.35	4427
SRPRB	3504.72	3809.42	4498	3166.03	3439.99	3165.98	3303.87	2281.64	1683.1	3297.01	2584.89	3875.25
